Age,Credit_Score,Education_Level,Employment_Status,Has_Dependents,Income,Loan_Purpose,Loan_Value,Married,Prior_Default,Sex,Wtd_Ave_Debt_Interest,Defaulted,Total_Debt
31.4,725,1,Full-Time,Y,28493,Auto,1867,Married,N,Male,0.0962,N,1885
38.5,669,2,Part-Time,Y,129161,Business,25024,Married,Y,Female,0.1641,Y,25281
25.9,807,2,Full-Time,N,43812,Medical,2687,Single,N,Male,0.066,N,2689
32.7,770,2,Full-Time,N,52403,Auto,22792,Single,N,Male,0.069,N,22803
24.2,765,2,Full-Time,Y,24873,Medical,1237,Married,N,Male,0.079,N,1239
25.7,1085,2,Prat-Time,Y,312949,Auto,313397,Single,N,Femalee,0.1242,Y,312903
21.7,761,2,Part-Time,N,68785,Mortgage,4258,Single,N,Female,0.1022,N,4314
29.9,750,2,Full-Time,N,49682,Medical,3949,Single,N,Male,0.1038,N,3960
24.7,724,0,Full-Time,N,46085,Auto,3398,Single,N,Male,0.0998,N,3418
60,729,2,Full-Time,Y,132939,Mortgage,61854,Single,N,Male,0.1775,N,61921
26.5,766,1,Full-Time,N,37466,Medical,7299,Single,N,Male,0.0764,N,7307
27.1,702,2,Full-Time,N,50582,Business,3582,Single,N,Female,0.0995,N,3617
47.3,700,2,Full-Time,N,74791,Credit Card,12306,Married,N,Male,0.1325,N,12359
43.2,711,0,Full-Time,Y,62068,Mortgage,17336,Married,N,Female,0.1147,N,17375
34.4,823,1,Full-Time,Y,55718,Mortgage,5898,Married,N,Male,0.0704,N,5899
50.8,690,3,Full-Time,N,83275,Auto,28432,Single,N,Female,0.1413,N,28520
28,715,1,Full-Time,N,66188,Auto,8323,Single,N,Male,0.0935,N,8397
45,725,2,Full-Time,N,110952,Business,20927,Single,N,Male,0.1249,N,20983
34.3,734,3,Full-Time,N,60554,Auto,11000,Single,N,Male,0.1,N,11023
45.3,746,2,Full-Time,N,49962,Medical,11482,Single,N,Female,0.1158,N,11491
24.9,696,2,Part-Time,Y,60695,Credit Card,11051,Married,N,Male,0.1326,N,11111
27.3,753,0,Full-Time,Y,30409,Business,1664,Married,N,Male,0.1007,N,1670
44.9,660,3,Full-Time,N,100073,Credit Card,15021,Married,N,Female,0.1436,N,15186
50.8,723,2,Full-Time,N,191316,Auto,54902,Married,N,Male,0.1671,N,55038
66.2,654,2,Part-Time,Y,230578,Credit Card,180764,Married,Y,Female,0.2091,Y,181285
51.8,710,3,Full-Time,N,90404,Auto,19614,Single,N,Male,0.1428,N,19708
44.8,676,2,Full-Time,Y,88275,Auto,12468,Married,N,Male,0.143,N,12572
44.8,680,2,Full-Time,Y,74038,Business,7125,Married,N,Female,0.1272,N,7218
43.6,627,2,Part-Time,Y,88441,Credit Card,22682,Married,Y,Female,0.1585,Y,22859
27.1,765,2,Full-Time,N,64297,Business,15709,Single,N,Male,0.1004,N,15752
41.2,750,2,Full-Time,N,52814,Medical,11436,Single,N,Non-Binary,0.0833,N,11461
18.6,718,2,Part-Time,N,52670,Auto,6935,Single,N,Female,0.1025,N,6975
23.2,696,3,Part-Time,N,102884,Auto,39165,Single,Y,Male,0.1416,Y,39308
38.5,673,2,Part-Time,Y,101000,Credit Card,32643,Married,Y,Female,0.1476,Y,32791
45.7,627,2,Part-Time,N,87742,Credit Card,11548,Single,Y,Male,0.1459,Y,11751
32.3,730,2,Full-Time,N,67222,Business,13556,Married,N,Male,0.1077,N,13618
37.5,720,2,Full-Time,N,65178,Credit Card,5523,Single,N,Male,0.1054,N,5591
42.5,751,2,Full-Time,Y,84622,Auto,13606,Married,N,Female,0.1183,N,13633
46,776,2,Full-Time,Y,85041,Credit Card,14464,Married,N,Non-Binary,0.1223,N,14495
29.9,759,0,Full-Time,Y,30321,Mortgage,1287,Married,N,Male,0.0935,N,1291
23.4,677,2,Part-Time,N,70927,Auto,6539,Single,N,Female,0.1295,Y,6650
58.4,596,2,Part-Time,Y,168007,Credit Card,138308,Married,Y,Female,0.1706,Y,138856
31.9,809,1,Full-Time,Y,55322,Medical,7957,Married,N,Female,0.0764,N,7960
26.5,748,2,Full-Time,N,46569,Business,1518,Married,N,Female,0.0811,N,1553
40.2,740,0,Full-Time,N,41082,Business,1350,Single,N,Male,0.071,N,1371
46.4,750,2,Full-Time,N,107432,Credit Card,43858,Married,N,Male,0.1303,N,43915
43.5,623,2,Part-Time,N,298014,Credit Card,133218,Married,Y,Non-Binary,0.1924,Y,134147
26.4,722,3,Full-Time,N,99193,Credit Card,19678,Single,N,Female,0.106,N,19761
56.6,629,3,Unemployed,N,299992,Credit Card,413977,Single,Y,Male,0.1977,Y,414903
36.6,705,2,Full-Time,Y,81064,Auto,10514,Married,N,Female,0.1178,N,10600
31,722,2,Part-Time,N,70713,Auto,8500,Single,N,Female,0.1269,Y,8575
47,721,2,Full-Time,N,145987,Credit Card,38361,Single,N,Female,0.1706,N,38492
32.1,726,3,Full-Time,N,37172,Auto,4007,Single,N,Male,0.112,N,4014
37.6,815,2,Full-Time,Y,103121,Medical,35091,Married,N,Male,0.12,N,35097
38.8,687,2,Full-Time,N,108705,Auto,16543,Single,N,Female,0.1413,Y,16712
28.6,747,0,Full-Time,Y,30331,Auto,2300,Married,N,Female,0.0775,N,2309
64.3,711,2,Full-Time,N,120627,Auto,16005,Single,N,Male,0.1555,N,16123
24.9,730,1,Full-Time,N,45200,Auto,3882,Single,N,Male,0.0942,N,3916
22.7,756,2,Full-Time,N,31886,Medical,3762,Single,N,Male,0.0681,N,3771
49,732,2,Full-Time,N,129914,Business,20252,Single,N,Female,0.1528,N,20380
34.8,721,3,Full-Time,N,39023,Auto,5330,Single,N,Female,0.0842,N,5343
27.3,769,0,Full-Time,Y,27403,Auto,1276,Married,N,Female,0.0889,N,1280
38.9,761,4,Full-Time,N,88380,Auto,13278,Single,N,Female,0.1059,N,13312
44.9,676,2,Full-Time,N,103274,Credit Card,22397,Married,N,Male,0.1566,Y,22560
52,636,2,Unemployed,N,132533,Credit Card,29860,Single,Y,Female,0.1629,Y,30238
47.7,676,2,Part-Time,N,102283,Business,9415,Married,N,Female,0.1578,Y,9559
29.4,717,1,Full-Time,N,59216,Credit Card,3857,Single,N,Female,0.094,N,3903
36.7,732,2,Full-Time,N,52572,Credit Card,5251,Single,N,Male,0.0844,N,5288
45.9,688,2,Part-Time,N,91450,Auto,20071,Single,N,Female,0.1261,N,20211
51.8,767,2,,Y,121626,Credit Card,29586,Married,N,Female,0.1626,N,29614
34.7,737,3,Full-Time,N,67557,Credit Card,8215,Single,N,Female,0.0869,N,8236
26,792,2,Full-Time,N,48149,Credit Card,3245,Single,N,Non-Binary,0.079,N,3257
35.8,753,2,Part-Time,Y,127478,Business,71502,Single,N,Female,0.1507,Y,71608
27.5,800,1,Full-Time,N,43506,Mortgage,4542,Single,N,Male,0.0734,N,4546
44.5,755,2,Full-Time,N,113642,Credit Card,58114,Single,N,Male,0.141,N,58125
41.4,710,2,Full-Time,N,108641,Business,15343,Single,N,Female,0.1411,N,15412
35.4,1048,1,Full-Tme,Y,295155,Medical,182943,Married,N,Mail,0.0948,N,183025
21.1,800,1,Full-Time,N,39560,Medical,7199,Single,N,Male,0.0521,N,7202
32.1,684,2,Part-Time,N,72454,Business,8924,Single,N,Male,0.127,N,9014
50.2,647,2,Part-Time,N,75124,Auto,6772,Single,Y,Male,0.1447,Y,6919
39.4,736,3,Full-Time,Y,65395,Business,40627,Married,N,Male,0.1168,N,40649
36.1,766,1,Full-Time,N,47030,Medical,7741,Single,N,Female,0.0984,N,7747
27.5,760,2,Full-Time,Y,57332,Business,6574,Single,N,Non-Binary,0.1027,N,6611
31.1,708,1,Full-Time,Y,81502,Credit Card,9964,Married,N,Female,0.1273,Y,10093
27.4,910,1,Full-Tme,N,114855,Mortgarage,34298,Single,N,Mail,0.1041,N,34252
32.4,690,2,Part-Time,N,52037,Business,8394,Married,N,Female,0.1401,Y,8461
32.1,724,2,Full-Time,N,64126,Credit Card,2056,Married,N,Female,0.1079,N,2117
37.8,684,2,Part-Time,Y,77956,Credit Card,20054,Married,N,Female,0.1134,N,20158
32.6,725,0,Full-Time,N,30770,Credit Card,2272,Single,N,Male,0.0887,N,2287
30.1,745,0,Full-Time,N,41530,Mortgage,2415,Single,N,Male,0.0632,N,2430
34.5,704,2,Part-Time,N,137700,Credit Card,18961,Single,Y,Male,0.1429,Y,19174
52.5,694,2,Part-Time,Y,116189,Auto,128248,Married,N,Male,0.1723,Y,128374
29.2,672,0,Part-Time,Y,53516,Auto,7733,Married,N,Female,0.1142,Y,7811
50.8,658,2,Part-Time,Y,175204,Credit Card,119715,Married,N,Male,0.1655,Y,120054
23.3,727,1,Full-Time,Y,50664,Credit Card,2824,Married,N,Female,0.1001,N,2858
25.2,750,1,Full-Time,N,42997,Mortgage,1294,Single,N,Male,0.0601,N,1325
47.1,731,3,Full-Time,N,88799,Auto,15770,Single,N,Female,0.1079,N,15833
24.3,713,2,Full-Time,N,49481,Credit Card,4897,Single,N,Male,0.0759,N,4944
31.1,790,2,Full-Time,N,42764,Medical,6766,Single,N,Female,0.0712,N,6776
55.1,691,3,Full-Time,N,112907,Business,21671,Single,N,Non-Binary,0.1226,N,21805
41.3,638,2,Part-Time,Y,54637,Credit Card,4179,Married,N,Non-Binary,0.1355,Y,4266
48.6,660,2,Part-Time,N,75565,Credit Card,19414,Single,Y,Female,0.145,Y,19545
42.5,739,0,Full-Time,Y,45399,Auto,4534,Married,N,Male,0.0966,N,4567
40,692,1,Full-Time,N,55311,Auto,3977,Single,N,Female,0.1171,Y,4042
22.7,773,2,Full-Time,N,76124,Mortgage,6953,Married,N,Male,0.0991,N,6984
21.9,746,1,Full-Time,Y,61502,Mortgage,14373,Married,N,Male,0.0932,N,14402
25.3,750,3,Full-Time,N,40361,Credit Card,4072,Married,N,Non-Binary,0.084,N,4084
22.4,754,0,Full-Time,N,41081,Credit Card,13332,Married,N,Male,0.0817,N,13356
38.9,675,2,Part-Time,N,84954,Auto,4330,Married,N,Female,0.1551,Y,4441
27.5,643,2,Part-Time,N,69084,Auto,10022,Single,Y,Male,0.1272,Y,10171
35.9,665,1,Full-Time,N,48569,Business,3066,Single,N,Female,0.1226,N,3117
31.6,692,0,Full-Time,Y,34162,Auto,2334,Single,N,Male,0.0961,N,2363
46.6,641,2,Part-Time,N,201119,Business,347859,Single,Y,Male,0.1641,Y,348424
34.6,716,2,Full-Time,N,76313,Mortgage,13977,Single,N,Male,0.1257,N,14020
58.1,596,2,Unemployed,Y,138660,Auto,34607,Married,Y,Male,0.2133,Y,34928
30.4,722,2,Full-Time,N,71332,Credit Card,7123,Single,N,Male,0.1218,N,7198
31,703,2,Part-Time,N,87646,Business,21508,Single,N,Male,0.1221,N,21618
28.4,742,2,Full-Time,Y,56299,Mortgage,6656,Married,N,Female,0.1166,N,6685
28.1,764,3,Full-Time,Y,51358,Medical,2901,Married,N,Male,0.0728,N,2924
55,721,2,Full-Time,Y,172292,Credit Card,74211,Married,N,Female,0.1492,N,74391
27.4,777,2,Full-Time,N,108745,Credit Card,33111,Single,N,Female,0.1183,N,33162
47.4,638,2,Part-Time,N,146175,Credit Card,14957,Married,Y,Male,0.1974,Y,15268
30.5,744,3,Full-Time,Y,44474,Medical,19581,Married,N,Female,0.0791,N,19592
30.4,762,1,Full-Time,Y,37025,Business,2193,Married,N,Female,0.0865,N,2202
54.8,674,2,Part-Time,Y,115931,Credit Card,24191,Married,N,Female,0.1977,N,24315
27,693,2,Full-Time,Y,75493,Credit Card,19377,Married,N,Male,0.1418,Y,19472
29,688,2,Part-Time,Y,95329,Business,14540,Married,Y,Female,0.1666,Y,14710
18.3,825,0,Full-Time,N,17710,Auto,721,Married,N,Female,0.0285,N,721
33.7,764,2,Full-Time,N,61675,Credit Card,38799,Married,N,Female,0.1056,N,38822
57.7,648,2,Part-Time,N,139481,Credit Card,126456,Single,Y,Female,0.206,Y,126737
42.5,702,2,Full-Time,N,115737,Business,16074,Single,N,Male,0.1293,N,16218
27.8,824,2,Full-Time,N,61134,Medical,7101,Married,N,Male,0.0769,N,7103
36.7,712,2,,Y,70177,Business,8372,Married,N,Female,0.1253,N,8430
44.7,652,3,Part-Time,Y,57149,Credit Card,11431,Single,N,Male,0.1239,Y,11531
43.5,763,2,Full-Time,N,58064,Mortgage,10114,Single,N,Female,0.0838,N,10125
26.9,700,0,Part-Time,N,41552,Auto,2417,Single,N,Male,0.0625,N,2482
46.2,718,2,Full-Time,N,68911,Credit Card,32766,Single,N,Female,0.1276,N,32791
37.6,795,2,Full-Time,Y,58747,Medical,3106,Married,N,Female,0.0882,N,3110
44.3,753,1,Full-Time,N,48862,Medical,6923,Single,N,Female,0.1019,N,6937
56.9,675,2,Part-Time,N,113297,Credit Card,53911,Single,N,Male,0.1621,N,54048
30.2,730,2,Full-Time,N,60718,Auto,5530,Single,N,Male,0.0907,N,5573
46.3,644,2,Part-Time,Y,116136,Auto,48554,Married,Y,Female,0.1865,Y,48822
45.6,651,3,Part-Time,N,49607,Business,12058,Single,N,Female,0.1354,Y,12146
31.6,717,3,Full-Time,N,63615,Credit Card,8903,Single,N,Male,0.1098,N,8954
51.6,742,2,Full-Time,N,126509,Credit Card,68818,Married,N,Female,0.1535,N,68872
22.3,738,1,Full-Time,Y,46539,Credit Card,13428,Married,N,Non-Binary,0.0919,N,13451
43,760,2,Full-Time,Y,51947,Auto,5127,Married,N,Male,0.1154,N,5144
51.1,716,3,Full-Time,Y,104909,Credit Card,6603,Married,N,Female,0.1434,N,6652
37.4,736,2,Full-Time,N,82788,Credit Card,14393,Single,N,Female,0.136,N,14432
46,701,1,Full-Time,Y,45979,Credit Card,2748,Married,N,Male,0.0851,N,2783
55.7,708,2,,N,116023,Credit Card,24230,Single,N,Male,0.1367,N,24343
30.9,661,2,Part-Time,Y,113769,Credit Card,51773,Married,Y,Male,0.1667,Y,51968
31.7,734,1,Part-Time,Y,64289,Credit Card,13639,Married,N,Male,0.1128,N,13698
40.1,724,2,Full-Time,N,79992,Credit Card,37752,Single,N,Female,0.0962,N,37825
36.7,759,4,Full-Time,N,78344,Auto,19641,Married,N,Female,0.1049,N,19674
45.4,725,2,Full-Time,N,44459,Mortgage,2174,Married,N,Female,0.0925,N,2200
31.3,695,1,Full-Time,N,69912,Mortgage,18573,Single,N,Male,0.102,N,18655
31.4,727,2,Full-Time,Y,53299,Auto,16760,Single,N,Female,0.1033,N,16793
26,787,0,Full-Time,Y,31672,Medical,3009,Married,N,Female,0.0685,N,3011
38.3,686,2,Part-Time,N,132348,Credit Card,33280,Single,N,Female,0.1656,Y,33523
33.8,731,1,Full-Time,N,44968,Credit Card,13346,Single,N,Male,0.107,N,13373
34,726,2,Full-Time,N,42341,Medical,3047,Single,N,Female,0.0697,N,3069
23.9,713,2,Full-Time,Y,67016,Credit Card,18862,Married,N,Female,0.0948,N,18927
38.6,627,2,Unemployed,Y,79141,Credit Card,49480,Single,Y,Female,0.1523,Y,49622
45.3,702,2,Full-Time,N,69850,Auto,12685,Married,N,Non-Binary,0.1124,N,12762
25.7,686,1,Part-Time,N,43794,Credit Card,3452,Single,N,Female,0.0865,N,3510
25,797,3,Full-Time,Y,41144,Auto,2539,Single,N,Male,0.048,N,2551
48.8,748,2,Full-Time,Y,85109,Mortgage,26077,Married,N,Male,0.1099,N,26102
55.8,704,2,Full-Time,N,141182,Credit Card,17939,Single,N,Male,0.1733,N,18043
44.1,695,2,Full-Time,N,77419,Auto,16183,Single,N,Male,0.124,N,16313
50.4,678,3,Part-Time,Y,98645,Credit Card,17515,Married,N,Female,0.1547,N,17625
53,663,2,Part-Time,N,148694,Mortgage,55274,Single,N,Female,0.1564,Y,55548
32.3,711,2,Full-Time,Y,49339,Credit Card,5112,Married,N,Female,0.0723,N,5187
49.3,752,3,Full-Time,N,87479,Medical,60455,Single,N,Male,0.1169,N,60484
47.3,691,2,Full-Time,Y,67333,Credit Card,8614,Married,N,Female,0.1178,N,8679
42.8,676,2,Part-Time,N,160892,Business,36239,Married,Y,Male,0.1705,Y,36548
23.8,805,2,Full-Time,N,35609,Credit Card,3297,Single,N,Male,0.0598,N,3299
48.6,738,2,Full-Time,N,86688,Medical,18787,Married,N,Non-Binary,0.1202,N,18814
39.7,702,2,Full-Time,N,76123,Credit Card,9271,Single,N,Male,0.1312,N,9361
18.8,728,1,Full-Time,N,29817,Medical,1867,Single,N,Male,0.0498,N,1879
20.3,738,2,Full-Time,N,42082,Credit Card,7438,Married,N,Male,0.104,N,7454
34.8,769,2,Full-Time,N,58238,Medical,10514,Single,N,Female,0.081,N,10522
37.8,685,2,Unemployed,N,84891,Credit Card,9368,Single,Y,Female,0.1339,Y,9539
30.1,755,0,Full-Time,Y,57559,Mortgage,3976,Married,N,Female,0.0815,N,4006
35.9,721,2,Full-Time,Y,92185,Credit Card,10198,Married,N,Female,0.1247,N,10302
63.5,647,2,Full-Time,N,111038,Business,48084,Single,N,Non-Binary,0.132,N,48311
35.6,681,1,Full-Time,Y,52538,Credit Card,4692,Married,N,Male,0.1123,N,4748
40.4,745,2,Full-Time,Y,89671,Business,11256,Single,N,Male,0.1317,N,11295
33.5,683,1,Part-Time,N,41135,Business,5415,Single,Y,Male,0.1329,Y,5459
44.3,732,2,Full-Time,Y,94331,Credit Card,18686,Married,N,Male,0.1294,N,18738
32,669,2,Unemployed,N,82876,Credit Card,58381,Single,Y,Male,0.1313,Y,58547
39.1,654,2,Part-Time,N,86049,Credit Card,7404,Single,N,Male,0.1712,Y,7544
30.2,704,1,Full-Time,Y,45209,Credit Card,2248,Married,N,Male,0.095,N,2298
32.4,,2,Full-Time,N,71335,Auto,9668,Married,N,Male,0.108,N,9726
44.2,785,2,Full-Time,Y,77515,Mortgage,8412,Married,N,Male,0.0728,N,8429
36.2,661,2,Part-Time,Y,51950,Business,2429,Married,N,Female,0.1314,Y,2497
47.6,691,3,Full-Time,N,66560,Business,8417,Single,N,Male,0.1258,N,8483
25.4,801,0,Full-Time,N,38713,Mortgage,2548,Married,N,Male,0.0587,N,2558
56.5,651,2,Full-Time,N,66967,Credit Card,6278,Single,N,Female,0.1417,N,6352
29.1,715,0,Full-Time,Y,28133,Credit Card,1108,Married,N,Female,0.0833,N,1125
28.1,701,2,Full-Time,Y,54200,Auto,11457,Single,N,Female,0.0998,N,11529
26.7,367,0,Full-Tme,Y,368232,Auto,366104,Single,N,Femalee,0.051,N,366033
35,625,2,Part-Time,Y,150581,Business,54418,Married,Y,Male,0.1754,Y,54842
35,736,2,Full-Time,N,100167,Auto,45150,Single,N,Male,0.0978,N,45267
41.3,729,1,Full-Time,N,55442,Auto,6147,Single,N,Female,0.1055,N,6174
29.7,767,2,Full-Time,N,56461,Credit Card,6057,Single,N,Female,0.0832,N,6074
20,697,3,Part-Time,N,63000,Business,11510,Single,Y,Female,0.1247,Y,11599
25.6,633,2,Unemployed,N,69336,Business,6730,Single,Y,Female,0.1414,Y,6855
37,667,2,Part-Time,N,64921,Credit Card,4215,Single,N,Male,0.1272,N,4290
43.3,677,3,Full-Time,N,181722,Auto,85858,Single,N,Female,0.1633,Y,86165
51.1,693,2,Part-Time,N,152877,Auto,86473,Single,N,Female,0.1793,Y,86642
42,666,2,Full-Time,N,87462,Credit Card,16064,Married,N,Female,0.1447,Y,16196
53.2,704,2,Full-Time,Y,100771,Auto,64990,Married,N,Female,0.1216,N,65062
65.5,658,2,Full-Time,Y,109851,Credit Card,24134,Married,N,Male,0.1528,Y,24363
30.6,806,2,Full-Time,Y,85387,Medical,10936,Married,N,Female,0.0921,N,10943
22.1,743,3,Full-Time,N,34063,Medical,2900,Married,N,Female,0.0954,N,2905
28,781,4,Full-Time,Y,45217,Medical,8382,Married,N,Male,0.0795,N,8385
32.9,648,2,Part-Time,N,72283,Business,30304,Married,N,Female,0.1602,N,30376
47.4,688,4,Full-Time,N,74472,Auto,11092,Married,N,Female,0.155,N,11165
35.3,711,3,Full-Time,N,64625,Credit Card,10023,Married,N,Female,0.1071,N,10076
25.1,723,2,Full-Time,Y,63593,Business,10110,Married,N,Female,0.1153,N,10144
48,661,2,Full-Time,N,175251,Credit Card,162778,Single,N,Male,0.1737,N,163008
27.5,766,2,Full-Time,N,39895,Mortgage,6207,Single,N,Male,0.091,N,6213
57,664,2,Part-Time,Y,159773,Business,74029,Married,Y,Female,0.1704,Y,74330
35.9,696,0,Full-Time,Y,61290,Credit Card,13147,Married,N,Male,0.1185,N,13187
36.6,642,1,Part-Time,N,59041,Credit Card,5925,Single,Y,Female,0.1148,Y,6038
40,710,2,Full-Time,N,,Business,10139,Single,N,Female,0.1094,N,10139
46.5,689,3,Part-Time,N,189974,Credit Card,61352,Single,N,Female,0.1929,Y,61692
32.8,808,1,Full-Time,Y,42588,Mortgage,2176,Married,N,Male,0.0786,N,2177
33.2,689,2,Full-Time,N,108997,Credit Card,22572,Single,N,Female,0.1278,Y,22732
54.3,666,2,Part-Time,Y,143251,Business,14364,Married,Y,Male,0.1789,Y,14640
62.9,630,3,Part-Time,Y,407037,Credit Card,298220,Married,N,Male,0.2169,Y,299405
42.3,703,2,Full-Time,N,62869,Credit Card,4347,Single,N,Male,0.1147,N,4375
40.7,721,2,Full-Time,Y,54896,Credit Card,3013,Single,N,Female,0.1183,N,3055
28.9,821,2,Full-Time,N,51264,Medical,4205,Single,N,Female,0.0536,N,4205
21.2,734,2,Full-Time,Y,50364,Business,14204,Married,N,Male,0.0905,N,14236
54,668,2,Full-Time,Y,153190,Credit Card,98561,Single,N,Female,0.1643,N,98852
24.9,741,2,Full-Time,N,52449,Business,7977,Single,N,Male,0.1096,N,8008
28.6,730,2,Full-Time,N,71054,Credit Card,31301,Single,N,Male,0.1007,N,31365
29.2,733,0,Full-Time,Y,37447,Business,2243,Married,N,Female,0.095,N,2252
37.5,638,2,Part-Time,N,124143,Credit Card,52398,Single,Y,Male,0.1794,Y,52644
43.3,666,3,Part-Time,N,111119,Business,71615,Married,Y,Female,0.1654,Y,71862
39.7,735,2,Full-Time,Y,69687,Medical,18454,Single,N,Male,0.1006,N,18470
25.4,795,0,Full-Time,Y,28766,Medical,1903,Married,N,Female,0.0523,N,1906
44.9,781,0,Full-Time,N,32168,Auto,2380,Single,N,Non-Binary,0.0784,N,2381
40.5,639,1,Full-Time,N,36177,Mortgage,5628,Single,N,Female,0.119,Y,5685
28.6,737,2,Part-Time,N,59688,Business,4631,Single,N,Female,0.0932,N,4691
39.7,733,2,Full-Time,N,81781,Business,24077,Single,N,Male,0.1353,N,24117
45.9,716,3,Full-Time,N,67577,Auto,31053,Married,N,Male,0.1301,N,31088
57.6,671,3,Part-Time,N,184694,Credit Card,252427,Single,N,Male,0.1671,Y,252815
22.5,837,2,Full-Time,N,14823,Auto,2263,Married,N,Non-Binary,0.0295,N,2263
18.8,815,1,Full-Time,N,50647,Auto,9747,Single,N,Female,0.0711,N,9749
38.5,729,3,Full-Time,N,85113,Business,39843,Single,N,Male,0.1074,N,39930
28.7,774,2,Full-Time,N,53288,Auto,6247,Single,N,Male,0.067,N,6275
42.6,759,1,Full-Time,Y,77732,Credit Card,12688,Married,N,Female,0.1377,N,12706
39.9,722,2,Full-Time,Y,175057,Auto,39838,Married,N,Male,0.1495,N,40066
43.3,671,2,Part-Time,Y,137956,Credit Card,72321,Married,N,Female,0.1684,Y,72518
27.4,721,1,Full-Time,N,32722,Credit Card,1820,Single,N,Male,0.0977,N,1832
44.4,692,2,Full-Time,N,99196,Business,45263,Single,N,Male,0.1227,N,45394
23.4,747,0,Full-Time,Y,41253,Credit Card,9530,Single,N,Non-Binary,0.0654,N,9547
31.9,718,3,Full-Time,N,85554,Mortgage,7319,Single,N,Male,0.1245,N,7375
21.2,736,2,Full-Time,N,91609,Auto,16784,Single,N,Male,0.1191,N,16886
25.9,746,2,Full-Time,N,54940,Credit Card,6942,Single,N,Female,0.0873,N,6969
47.5,668,2,Part-Time,N,99381,Auto,49382,Single,N,Female,0.1398,Y,49540
48.5,746,2,Full-Time,Y,106864,Business,11419,Married,N,Female,0.1443,N,11454
32.6,709,3,Unemployed,Y,95361,Credit Card,23643,Single,Y,Male,0.1237,Y,23803
34.8,832,0,Full-Time,N,36100,Medical,652,Single,N,Female,0.0507,N,652
34.7,699,2,Part-Time,N,70543,Credit Card,24384,Single,N,Female,0.1496,N,24452
24.6,790,0,Full-Time,N,35349,Business,2499,Married,N,Male,0.0797,N,2503
27.7,818,1,Full-Time,N,46704,Mortgage,20722,Married,N,Male,0.0589,N,20727
52.1,697,3,Full-Time,Y,101504,Credit Card,13393,Married,N,Female,0.1403,N,13495
27.1,679,3,Part-Time,Y,76541,Credit Card,16989,Married,N,Male,0.1246,Y,17120
27.1,721,1,Full-Time,N,46533,Credit Card,9960,Single,N,Male,0.0965,N,9992
21.9,734,2,Part-Time,Y,50288,Auto,4046,Married,N,Female,0.0755,N,4099
36.1,745,2,Full-Time,Y,70576,Mortgage,8965,Single,N,Male,0.1026,N,8992
43.5,666,3,Part-Time,Y,164325,,21602,Married,Y,Male,0.1964,Y,21831
43.2,694,2,Full-Time,N,64833,Credit Card,14291,Single,N,Female,0.1407,N,14339
37.3,697,2,Full-Time,N,72843,Credit Card,11143,Single,N,Male,0.1323,N,11222
39.4,656,3,Part-Time,N,84894,Credit Card,12972,Single,N,Female,0.138,Y,13166
51.4,380,2,Prat-Time,N,539318,Credit Crad,959846,Single,N,Femalee,0.1451,N,960759
44.6,683,2,Part-Time,N,83757,Credit Card,43494,,N,Male,0.1513,Y,43604
20.2,778,1,Full-Time,N,44571,Mortgage,4569,Single,N,Male,0.0673,N,4589
46.8,678,0,Part-Time,Y,45971,Business,2958,Married,Y,Female,0.1265,Y,3037
43.9,649,2,Full-Time,N,55308,Auto,15295,Single,N,Female,0.166,N,15349
57.7,703,2,Full-Time,N,119034,Mortgage,104851,Married,N,Female,0.1577,N,104957
32.5,791,2,Full-Time,Y,54862,Medical,6019,Married,N,Male,0.0691,N,6024
21.4,790,1,Full-Time,N,52896,Business,5036,Single,N,Female,0.0739,N,5056
56.4,688,2,Part-Time,N,165449,Credit Card,175189,Single,N,Male,0.1675,Y,175564
33.8,796,2,,N,80520,Medical,29824,Single,N,Female,0.1061,N,29831
42.3,642,2,Part-Time,N,123282,Credit Card,88150,Single,Y,Female,0.138,Y,88483
27.1,737,2,Full-Time,Y,32361,Medical,4608,Married,N,Female,0.0621,N,4613
27.8,797,2,Full-Time,N,26669,Mortgage,1280,Single,N,Male,0.0499,N,1282
50.9,726,1,Full-Time,Y,58910,Medical,3817,Married,N,Male,0.0997,N,3850
43.8,736,2,Full-Time,Y,86659,Credit Card,14268,Married,N,Male,0.1313,N,14353
47.1,653,2,Part-Time,N,73496,Credit Card,5941,Single,Y,Male,0.1396,Y,6082
23.8,750,1,Full-Time,N,31118,Mortgage,1743,Single,N,Female,0.077,N,1752
59.7,722,2,Full-Time,Y,122609,Credit Card,94707,Married,N,Male,0.1436,N,94781
25.7,731,0,Full-Time,N,33801,Mortgage,2399,Single,N,Male,0.0719,N,2425
32.6,723,3,Full-Time,N,48528,Credit Card,18840,Married,N,Female,0.0749,N,18881
31.4,789,3,Full-Time,Y,71247,Medical,28426,Married,N,Male,0.0762,N,28433
53.2,732,2,Full-Time,N,62688,Mortgage,20041,Married,N,Male,0.1278,N,20082
34.7,808,2,Full-Time,N,75550,Auto,10274,Single,N,Male,0.0868,N,10286
19.5,769,0,Full-Time,Y,40370,Auto,2933,Married,N,Male,0.0863,N,2946
45.6,693,2,Full-Time,N,208656,Credit Card,148027,Single,N,Female,0.1874,N,148322
